10.000000, 10.000000, 10.000000,
-2.560000, -2.560000, -2.560000,
2.560000, 2.560000, 2.560000,
-0.578158, -0.569029, -0.188649,
-0.151207, -0.455635, -0.073075,
-0.119528, -0.295503, -0.276352,
0.007706, 0.276003, 0.227053,
-0.097849, -0.042032, 0.138508,
-0.143536, -0.222802, 0.069984,
-0.065351, -0.250281, 0.043832,
0.166841, -0.360136, -0.288136,
0.175459, -0.244982, 0.094830,
-0.194504, -0.338330, -0.588066,
-0.088943, -0.188015, -0.241257,
0.123814, -0.149844, -0.207478,
0.155456, -0.184469, -0.180004,
0.065019, 0.181976, 0.129701,
0.021867, 0.471617, 0.316573,
0.132754, -0.056765, 0.009551,
-0.157056, 0.394443, 0.536590,
-0.104439, -0.048130, -0.081736,
-0.290253, 0.100979, -0.233913,
-0.247818, -0.079626, -0.368641,
-0.303051, 0.158992, 0.166143,
0.087413, 0.377843, -0.293160,
0.162775, 0.138717, 0.138906,
0.299262, 0.537929, -0.045999,
0.533055, 0.591568, 0.077391,
0.166221, 0.263468, 0.272316,
0.313302, 0.033424, 0.350856,
0.180076, 0.437859, 0.371868,
0.281995, 0.211213, -0.045831,
-0.285615, -0.331680, 0.095291,
-0.156937, 0.085092, -0.012903,
0.290095, 0.328737, -0.235970,
0.632811, -0.128390, 0.012164,
0.825500, -0.036890, 0.430315,
0.398332, 0.412625, 0.256257,
0.465546, -0.014343, 0.507685,
0.210671, 0.511074, 0.872269,
-0.122253, -0.017960, 0.753689,
0.115827, 0.032136, 0.065844,
-0.197969, -0.011831, -0.032968,
0.328506, 0.306328, 0.005386,
0.581278, -0.217948, 0.335772,
0.820861, 0.321911, 0.316402,
0.483440, 0.020314, 0.359545,
0.622569, -0.129128, 0.494718,
0.366439, -0.091540, 0.588266,
0.419350, 0.387025, 0.774947,
-0.002231, -0.100571, 0.603140,
-0.014042, -0.059663, 0.424388,
0.020637, -0.099057, 0.002220,
0.386937, 0.156810, 0.007005,
0.422745, -0.273591, 0.079273,
0.513599, 0.071263, 0.243951,
0.582516, -0.150318, 0.322784,
0.584063, 0.174375, 0.781574,
0.771692, 0.063597, 0.636401,
0.100982, -0.325471, 0.764730,
-0.069829, -0.066402, 0.862010,
-0.121604, 0.060714, 0.153467,
0.264980, -0.025499, 0.109261,
0.236526, -0.195679, -0.287548,
0.030841, -0.171625, -0.049958,
0.731661, -0.180752, 0.143439,
0.775887, -0.086506, 0.571270,
0.593509, -0.030589, 0.538627,
0.754639, -0.284860, 0.641805,
0.246464, -0.524392, 0.787997,
0.013961, -0.163277, 0.311680,
0.277005, 0.154849, 0.465189,
0.194263, -0.013732, -0.104639,
-0.028907, -0.248146, -0.109279,
0.165287, -0.320759, 0.105061,
0.370772, -0.292847, 0.035294,
0.221657, -0.501952, 0.046676,
0.459231, -0.130763, 0.128910,
0.313906, -0.419896, 0.535321,
0.348698, -0.004827, 0.694495,
0.063075, 0.090971, 0.341523,
-0.149697, -0.259024, -0.141684,
0.107384, 0.116464, -0.214781,
-0.417727, 0.408925, -0.145227,
0.106268, 0.035636, 0.193356,
0.390428, -0.279696, 0.077030,
0.243781, -0.158792, 0.203110,
-0.048490, -0.065148, -0.025675,
0.312691, -0.283877, 0.521845,
0.277403, 0.051645, 0.023306,
-0.011420, -0.013288, 0.161753,
-0.103637, -0.189410, 0.047013,
0.164588, -0.090034, 0.063065,
-0.090816, 0.484001, -0.239635,
-0.455517, 0.015911, 0.128849,
-0.243791, 0.206927, 0.183884,
-0.224495, -0.070847, 0.223750,
-0.032333, 0.186663, 0.262801,
0.138550, -0.111796, -0.072374,
-0.127914, -0.356013, 0.324934,
0.222181, -0.176099, -0.049288,
-0.320407, 0.358371, 0.045752,
-0.067623, 0.509077, -0.658907,
0.016951, -0.086043, 0.233245,
0.223601, -0.224357, 0.228357,
0.297782, -0.142650, -0.191769,
0.082709, 0.202810, 0.177428,
0.292654, 0.002982, 0.100566,
-0.149396, 0.466747, 0.094957,
0.138690, 0.432309, -0.040647,
0.247742, 0.075700, 0.258598,
0.131397, -0.288137, -0.010495,
-0.050933, -0.331359, 0.065050,
0.130071, 0.143298, 0.129739,
0.190237, 0.454175, 0.044919,
0.186767, 0.302226, -0.135019,
0.186332, 0.638251, -0.114581,
0.316444, 0.710358, 0.022646,
0.316189, 0.582818, 0.701060,
-0.019730, 0.637342, 0.706379,
0.069298, 0.400604, 0.473164,
0.294081, 0.201555, -0.010731,
0.009484, -0.221223, -0.125891,
0.082522, -0.035351, 0.124919,
0.598591, 0.000794, -0.300330,
0.528344, 0.097008, -0.133562,
0.529007, 0.285977, 0.287418,
0.799803, 0.769830, 0.271173,
0.578350, 0.852038, 0.405973,
0.410871, 0.179163, 0.603301,
0.397275, 0.566703, 0.675273,
-0.021680, 0.303863, 0.325841,
-0.025788, 0.232392, 0.024881,
0.320347, 0.376268, 0.043792,
0.436881, 0.217386, -0.117316,
0.511817, 0.304587, 0.447788,
0.591469, 0.339101, 0.150991,
0.544530, 0.242083, 0.439997,
0.323164, 0.151593, 0.836142,
0.207190, 0.655434, 0.801748,
0.263960, 0.223832, 0.895251,
-0.281408, 0.364291, 0.308692,
-0.092080, 0.185743, 0.482331,
0.443754, -0.122662, -0.146005,
0.507549, -0.209358, 0.054301,
1.056556, -0.045452, 0.266371,
1.361309, 0.245990, 0.331551,
1.191009, 0.290929, 0.684357,
1.057544, 0.025485, 0.810533,
0.661783, 0.040421, 1.030985,
0.081845, -0.022881, 0.882677,
0.034938, -0.022247, 0.580011,
0.036105, 0.164751, 0.274174,
0.681327, 0.150734, -0.258877,
0.725283, -0.249364, -0.154576,
0.887451, -0.273511, 0.012556,
0.862116, -0.279768, 0.158879,
0.982382, -0.098705, 0.593337,
0.440341, -0.096895, 1.175036,
0.537525, -0.240630, 1.251907,
0.110915, -0.013860, 0.766147,
-0.315050, 0.154636, 0.915140,
-0.261574, 0.208599, 0.082566,
0.596055, -0.297583, -0.288124,
0.602736, -0.332526, 0.201409,
1.072401, -0.600677, 0.116467,
0.692498, -0.331312, 0.394630,
0.961908, -0.164764, 0.404087,
0.815561, -0.695359, 0.824753,
0.268675, -0.616871, 0.864424,
0.079873, 0.009089, 0.563890,
0.032385, -0.114997, 0.524738,
0.069818, -0.355788, 0.089440,
0.279770, -0.299108, -0.055315,
0.482099, -0.330662, -0.020663,
0.551929, -0.477578, -0.073839,
0.880170, -0.238694, 0.415727,
0.749586, -0.757248, 0.536521,
0.638858, -0.261994, 0.647995,
0.566048, -0.540715, 0.453167,
0.102497, -0.608572, 0.588618,
-0.058622, -0.467878, 0.553731,
-0.337106, -0.097006, 0.481901,
-0.186228, -0.062902, -0.043466,
0.110120, -0.145599, 0.289951,
0.364646, -0.284012, -0.018394,
0.710089, -0.282044, 0.114955,
0.546460, -0.393054, 0.301241,
0.601358, -0.554695, 0.152198,
